time,open,high,low,close,volume
2022-08-26 20:00:00,161.91584389874257,162.0454643169139,161.83607748756026,161.99561030992493,45165
2022-08-26 19:30:00,161.97566870712933,162.0055811113227,161.82610668616246,161.895902295947,44618
2022-08-26 19:00:00,162.03549351551607,162.13520152949403,161.97566870712933,161.97566870712933,22387
2022-08-26 18:30:00,162.11525992669843,162.18505553648296,162.0255227141183,162.06540591970946,42127
2022-08-26 18:00:00,162.1750847350852,162.32514529612195,162.08534752250506,162.11525992669843,94559
2022-08-26 17:30:00,162.26482194766533,163.142252470671,162.08534752250506,162.18505553648296,152135
2022-08-26 17:00:00,162.6237707979858,163.142252470671,162.1750847350852,162.2548511462675,828123
2022-08-26 16:30:00,163.142252470671,163.23198968325113,162.5240627840079,162.63374159938363,2804713
2022-08-26 16:00:00,164.00472679158,164.04959539787006,163.08242766228423,163.18213567626216,11152025
2022-08-26 15:30:00,164.19915741883693,164.4783398579751,163.91000417830097,163.9915653337349,4042788
2022-08-26 15:00:00,164.4633836558784,164.5082522621685,164.02965379507447,164.19915741883693,2739789
2022-08-26 14:30:00,164.42848585098614,164.57794816393906,164.1393326104502,164.4633836558784,3017486
2022-08-26 14:00:00,164.8372887082956,164.9669091264669,164.24901142582587,164.43347125168503,3620831
2022-08-26 13:30:00,165.81442724527923,166.06369728022403,164.54813546775964,164.83190447554082,5596022
2022-08-26 13:00:00,165.8443396494726,165.86428125226817,165.29594557259404,165.824398046677,3075690
2022-08-26 12:30:00,166.36282132215777,166.37279212355557,165.53524480614107,165.85281483066072,2827889
2022-08-26 12:00:00,166.51238334312464,166.7965511829617,166.2782689263045,166.3555426371374,3119658
2022-08-26 11:30:00,167.0906898241966,167.17394601586815,165.88601759931538,166.501714585629,4851984
2022-08-26 11:00:00,168.19116717447085,168.19116717447085,166.8214781864562,167.11063142699217,5045515
2022-08-26 10:30:00,169.80274780439598,170.55055790923038,167.84847073042877,168.19744877935148,7997098
2022-08-26 10:00:00,170.07195944213635,170.09190104493194,169.24936832681854,169.79516999533365,5935382
2022-08-26 09:30:00,169.89248501697608,170.6303243204127,169.85260181138494,170.01213463374958,360138
2022-08-26 09:00:00,169.24438292611964,169.97225142815844,169.16461651493728,169.95550048181016,278630
2022-08-26 08:30:00,169.0150544939704,169.44379895407548,168.85552167160574,169.274295330313,112351
2022-08-26 08:00:00,169.21447052192627,169.49365296106444,169.21447052192627,169.36403254289314,38092
2022-08-26 07:30:00,169.04496689816378,169.274295330313,168.83558006881017,169.2543537275174,54875
2022-08-26 07:00:00,169.034996096766,169.034996096766,168.95522968558365,168.97517128837924,3116
2022-08-26 06:30:00,168.86549247300354,169.034996096766,168.86549247300354,169.034996096766,4176
2022-08-26 06:00:00,168.92531728139028,168.94525888418588,168.74584285623004,168.74584285623004,6227
2022-08-26 05:30:00,169.0150544939704,169.0150544939704,168.9153464799925,168.92531728139028,8963
2022-08-26 05:00:00,169.0150544939704,169.2344121247218,168.92531728139028,169.07487930235715,10294
2022-08-26 04:30:00,169.5036237624622,169.5036237624622,168.9053756785947,169.04496689816378,18628
2022-08-25 20:00:00,169.75289379740744,169.85260181138534,169.70303979041847,169.70303979041847,20133
2022-08-25 19:30:00,169.59336097504277,169.85260181138534,169.59336097504277,169.8027478043964,17300
2022-08-25 19:00:00,169.50362376246264,169.60333177644054,169.48368215966704,169.57341937224717,7703
2022-08-25 18:30:00,169.60333177644054,169.62327337923614,169.50362376246264,169.5135945638604,23806
2022-08-25 18:00:00,169.52356536525824,169.61330257783837,169.52356536525824,169.5534777694516,12299
2022-08-25 17:30:00,169.5135945638604,169.55228127328385,169.48368215966704,169.5135945638604,21493
2022-08-25 17:00:00,169.5435069680538,169.58339017364497,169.50362376246264,169.52356536525824,560127
2022-08-25 16:30:00,169.533536166656,169.6659484092187,169.48368215966704,169.52356536525824,610307
2022-08-25 16:00:00,168.90537567859514,169.6432149820317,168.69598884924147,169.63324418063394,7082037
2022-08-25 15:30:00,168.75481657748847,168.92521757337673,168.53854989517038,168.90537567859514,2593893
2022-08-25 15:00:00,168.82062386671387,168.8954048771973,168.4367480128989,168.74584285623047,1854790
2022-08-25 14:30:00,168.71593045203707,168.86549247300397,168.4168064101033,168.82560926741277,2046986
2022-08-25 14:00:00,168.4367480128989,168.9253172813907,168.3968648073077,168.71593045203707,2607384
2022-08-25 13:30:00,168.15756557376073,168.51651442408124,168.047886758385,168.43834334112256,2197202
2022-08-25 13:00:00,168.27741460656216,168.42568042334736,167.85844153182697,168.16255097445963,1674580
2022-08-25 12:30:00,168.5563976296724,168.5663684310702,168.047886758385,168.27721519053424,1899999
2022-08-25 12:00:00,168.27721519053424,168.63606433284076,168.21739038214747,168.5563976296724,2242401
2022-08-25 11:30:00,168.7707698597249,168.7857260618216,167.95814954580487,168.2674438051644,3122536
2022-08-25 11:00:00,168.8106530653161,169.39893034778584,168.72500388130905,168.77575526042384,3225473
2022-08-25 10:30:00,169.08485010375537,169.42385735128028,168.7109450513382,168.8056676646172,5050377
2022-08-25 10:00:00,168.28718599193203,169.2643245289156,168.1874779779541,169.08485010375537,8711531
2022-08-25 09:30:00,168.21739038214747,168.34701080031877,168.00800355279384,168.337039998921,131777
2022-08-25 09:00:00,168.10771156677177,168.38689400590994,167.7986167234402,168.1974487793519,177098
2022-08-25 08:30:00,168.21739038214747,169.49365296106484,166.62405631878033,168.10771156677177,186372
2022-08-25 08:00:00,168.32706919752317,168.38689400590994,168.1675363751585,168.23733198494304,30451
2022-08-25 07:30:00,168.25727358773864,168.4467188142967,168.0578575597828,168.4168064101033,59320
